title,genres,overview,vote_average,release_date,popularity,keywords,poster_path,homepage
Ferry,"Action, Crime, Drama","Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",6.793,2021-05-14,12.584,"drug dealer, drug crime, police, undercover, amsterdam, netherlands, gangster, criminal, criminal empire, drug",/w6n1pu9thpCVHILejsuhKf3tNCV.jpg,https://www.netflix.com/title/81248114
Evangelion: Death (True)²,"Animation, Science Fiction, Action, Drama","A highly experimental film presenting a story out of chronological order taking place 15 years after a near-apocalyptic catastrophe, about four traumatized 14 year olds who are tasked with piloting massive humanoid decisive weapons called Evangelion, the psychologically maladjusted adults who handle and command them, and the events and forces that affect them or which they take part in as they engage massive hostile invaders known as ""Angels.""",6.8,1998-03-07,12.583,based on tv series,/AehyZFGm68ep76b81IbLJ1EJ5ot.jpg,
Bowling for Columbine,"Documentary, Drama","This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",7.518,2002-10-09,12.58,"canada, gun, homicide, mass murder, oklahoma city bombing, american culture, gun violence, mass shooting",/5AlgeysilsfLdEwlTlYO7fqgsLn.jpg,https://michaelmoore.com/movies/bowling-for-columbine/
Frontera,"Western, Drama","After crossing the border illegally for work, Miguel, a hard-working father and devoted husband, finds himself wrongfully accused of murdering a former sheriff’s wife. After learning of his imprisonment, Miguel’s pregnant wife tries to come to his aid and lands in the hands of corrupt coyotes who hold her for ransom. Dissatisfied with the police department’s investigation, the former sheriff tries to uncover the truth about his wife’s death and discovers disturbing evidence that will destroy one family’s future, or tear another’s apart.",6.527,2014-07-31,12.579,,/rjdJN48tBaLB7HdmyzBnlypXvPj.jpg,
Love Hurts,"Drama, Romance",Family and friends try to sabotage the budding romance between a young upper class girl and a humble student.,7.713,2002-11-08,12.579,,/eyhd9wLlyDTGOKl4jmzWy5sa90o.jpg,
Jane Eyre,"Drama, Romance","Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",6.873,1996-01-20,12.578,"based on novel or book, aunt, gentleman, 19th century",/1NOWgJALHZWod4yv2SEaOxSp6w4.jpg,
Queen & Slim,"Drama, Romance, Crime","While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results.",7.135,2019-11-27,12.575,"on the run, black activist, police officer killed, racist cop, first date, woman director, killer on the run",/qfIJOmsiBcum6EGosiy5gTF6ihk.jpg,https://www.queenandslim.com
Goodbye Mr. Loser,"Romance, Comedy",A middle-aged loser travels back in time to his high scool years to put his life on the right track.,6.742,2015-09-30,12.57,,/3PGPR5rm6Ee0YJ70noZOpIYi97K.jpg,
As It Is in Heaven,"Romance, Drama, Comedy, Music",A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.,7.2,2004-09-03,12.568,"underdog, dying and death, mentally disabled, individual, secret love, concert, heart attack, loss of loved one, suppressed past, pastor, village, sweden, conductor, choir, violent husband, church choir, choirmaster, music movie",/ygJ6RQQSmXRQLPpUKP9SCdKXSKJ.jpg,http://www.wie-im-himmel-derfilm.de/start.html
Noblesse: The Beginning of Destruction,"Animation, Comedy, Drama, Fantasy, Mystery, Horror","820 years ago, Mujaka, the lord of werewolves finally visits Raizel after a long journey. But the werewolf Maduk interferes in a war of human plotting some scheme. Raizel and Mujaka fall into a hand of tragic destiny, fighting with each other desperately leaving their friendship behind.",6.7,2015-11-28,12.568,"vampire, supernatural, gore, based on comic, anime, original video animation (ova)",/9HTOaBbhZPMVLInLngcrIGTEnad.jpg,
The End of the Affair,"Romance, Drama","On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.",6.574,1999-12-03,12.567,"infidelity, london, england, jealousy, bomb, obsession, world war ii, romance, church, london blitz, 1940s",/71Q21MoOjRwbyaFFP5TKltmiTf6.jpg,
"Argentina, 1985","Drama, History","In the 1980s, a team of lawyers takes on the heads of Argentina's bloody military dictatorship in a battle against odds and a race against time.",7.964,2022-09-29,12.563,"based on true story, argentina, lawyer, courtroom, 1980s",/u0TFD4YFMfYtNSLxfbWq5cg0KIh.jpg,https://www.amazon.com/dp/B0B8TPM9GG
24 Hour Party People,"Comedy, Drama, Music","Manchester, 1976. Tony Wilson is an ambitious but frustrated local TV news reporter looking for a way to make his mark. After witnessing a life-changing concert by a band known as the Sex Pistols, he persuades his station to televise one of their performances, and soon Manchester's punk groups are clamoring for him to manage them. Riding the wave of a musical revolution, Wilson and his friends create the legendary Factory Records label and The Hacienda club.",6.905,2002-02-13,12.557,"northern england, based on novel or book, 1970s, nightclub, clubbing, celebration, manchester, music",/8f50NQ1wz6hdxfCISCPV8XQ6DII.jpg,http://www.24hourpartypeople-themovie.com/
Afire,"Drama, Romance","A seaside vacation takes an unexpected turn when Leon and Felix show up at Felix's family's holiday home to discover Nadja, a mysterious woman, already there. As an ever-encroaching forest fire threatens their well-being, relationships are tested and romances are kindled.",7.3,2023-04-20,12.556,"friendship, germany, photographer, bisexuality, climate change, northern germany, cottage, writer, summer, seaside, novelist, baltic sea, lgbt, character study, existentialism, publisher, forest fire, criticism, male egos, literatura",/k8NYzD01zAUsdqocjhLXbO9BSS8.jpg,
Hyena Road,"War, Drama, Thriller, Action","Three different men, three different worlds, three different wars – all stand at the intersection of modern warfare – a murky world of fluid morality where all is not as it seems.",6.65,2015-10-09,12.555,,/zdn34Jx3rRkhDGsD0qcB0cA1HzB.jpg,http://rhombusmedia.com/film/hyena-road/
The Innocent,"Comedy, Crime, Romance","Sylvie, a nearly sixty-year-old woman, has fallen in love with Michel, a thug she marries in prison. The couple dream of starting again with a clean slate by opening a flower shop. But Sylvie’s son Abel, convinced that Michel will fall into a life of crime, disapproves of this relationship.",6.895,2022-10-12,12.555,"prison, wedding, widower, lyon france, caviar heist",/e0Hhtzg2bffy1PxzM1Wv8VF4ca9.jpg,
Back to Burgundy,"Drama, Comedy","Jean left his hometown ten years ago. When his father falls ill, he comes back and reunites with his sister Juliette and his brother Jérémie. As seasons go by around their vineyard, they'll have to trust each other again.",6.9,2017-06-14,12.553,"sibling relationship, vineyard, dysfunctional family, family relationships, burgundy",/m8Y433w0oaFyZnBUhXv5H180aqU.jpg,https://www.musicboxfilms.com/film/back-to-burgundy/
I'm Still Here,"Music, Comedy, Drama","I'm Still Here is a portrayal of a tumultuous year in the life of actor Joaquin Phoenix. With remarkable access, the film follows the Oscar-nominee as he announces his retirement from a successful film career in the fall of 2008 and sets off to reinvent himself as a hip-hop musician. The film is a portrait of an artist at a crossroads and explores notions of courage and creative reinvention, as well as the ramifications of a life spent in the public eye.",6.0,2010-09-10,12.553,"hip-hop, mockumentary, movie star, duringcreditsstinger, marihuana, actor playing themself",/h8c53OPv2miF6vzpVXQZX8jw1pJ.jpg,http://www.imstillheremovie.com/
The Royal Treatment,"Romance, Comedy","Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",6.708,2022-01-20,12.553,"royalty, romantic cinema",/mYAv0YUoXJzLxIdEirOken8Quwf.jpg,https://www.netflix.com/br/title/81228331
Her Love Boils Bathwater,"Drama, Comedy","A strict, but caring mother has an awakening when she is told she has cancer and it is terminal. She has a few months. She needs to complete her tasks in that short time frame.",7.1,2016-10-29,12.55,"japan, husband wife relationship, bath house, deaf, bullying, terminal illness, small business, father daughter relationship, mother daughter relationship",/lqfTsydXw7W51haCeNtOFX8rHwP.jpg,
Sivaji: The Boss,"Action, Drama",A software engineer arrives in India to serve the nation and invest in the country's welfare. A few corrupt officials and politicians try to stop him while he tries to overcome the obstacles.,7.1,2007-06-14,12.548,"black money, corrupt politician, education system",/t5oPb8q91gdClkyJG2hxyebEglv.jpg,
The Burial,"Drama, History","A lawyer helps a funeral home owner save his family business from a corporate behemoth. In a move to bring resonance to a dry case, the lawyer digs up a complex web of race, power, and oppression that forces everyone to examine prejudices.",8.0,2023-10-06,12.548,"based on true story, trial, racial tension, corporate greed, funeral director, funeral home",/s6cr2W45CkFZLttXAeH8iiZwZLk.jpg,https://www.amazon.com/dp/B0B8MY3YZN
"Everything, Everything","Drama, Romance","A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",7.245,2017-05-18,12.543,"based on novel or book, nurse, isolation, love, neighbor, teenage girl, air, teenage love, illness, sheltered, taking a risk, based on young adult novel",/c8W3Go48Mw0GoNXsGK4W9hNO4Vf.jpg,http://everythingeverythingmovie.com
It's All Gone Pete Tong,"Drama, Comedy, Music","Its All Gone Pete Tong is a comedy following the tragic life of the legendary Frankie Wilde. The story takes us through Frankie's life from being one of the best DJs alive, through a subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",6.571,2004-09-12,12.543,"loss of loved one, disc jockey, cocaine, comeback, recording studio, based on true story, ibiza, disabled, hearing impaired",/4AvbVwbejmSMKGEdLmVYDLAss1i.jpg,
Chicken with Plums,"Comedy, Drama","Since his beloved violin was broken, Nasser-Ali Khan, one of the most renowned musicians of his day, has lost all taste for life. Finding no instrument worthy of replacing it, he decides to confine himself to bed to await death.",7.046,2011-10-26,12.542,"husband wife relationship, violin, violinist, death, woman director",/w4BgzM3dvniMWIXvFyhJEcf9P30.jpg,
Water Lilies,"Drama, Romance","Set during a sultry summer in a French suburb, Marie is desperate to join the local pool's synchronized swimming team, but is her interest solely for the sake of sport or for a chance to get close to Floriane, the bad girl of the team? Sciamma, and the two leads, capture the uncertainty of teenage sexuality with a sympathetic eye in this delicate drama of the angst of coming-of-age.",6.521,2007-05-17,12.541,"paris, france, forbidden love, female friendship, loss of virginity, swimming pool, coming of age, locker room, teenage girl, underwater, masturbation, shoplifting, teenage sexuality, first love, lgbt, woman director, synchronized swimming, lesbian, first time filmmaker",/oNrs9disgGDtOORToDt5dIqYFBi.jpg,
